County,FileNumber,Measure Names,ProviderName,Measure Values
MIAMI-DADE,23960028,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-MIAMI,47
MIAMI-DADE,23960064,Bed Census,WEST KENDALL BAPTIST HOSPITAL,139
MIAMI-DADE,23960064,Available,WEST KENDALL BAPTIST HOSPITAL,16
MIAMI-DADE,23960064,Available Capacity,WEST KENDALL BAPTIST HOSPITAL,0.103225806
MIAMI-DADE,23960064,Total Staffed Bed Capacity,WEST KENDALL BAPTIST HOSPITAL,155
MIAMI-DADE,23960094,Bed Census,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,50
MIAMI-DADE,23960094,Available,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0
MIAMI-DADE,23960094,Available Capacity,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,0
MIAMI-DADE,23960094,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL-MIAMI LAKES,50
MIAMI-DADE,23960097,Bed Census,ST CATHERINE'S WEST REHABILITATION HOSPITAL,14
MIAMI-DADE,23960097,Available,ST CATHERINE'S WEST REHABILITATION HOSPITAL,26
MIAMI-DADE,23960097,Available Capacity,ST CATHERINE'S WEST REHABILITATION HOSPITAL,0.65
MIAMI-DADE,23960097,Total Staffed Bed Capacity,ST CATHERINE'S WEST REHABILITATION HOSPITAL,40
MONROE,100024,Bed Census,FISHERMEN'S COMMUNITY HOSPITAL,4
MONROE,100024,Available,FISHERMEN'S COMMUNITY HOSPITAL,5
MONROE,100024,Available Capacity,FISHERMEN'S COMMUNITY HOSPITAL,0.555555556
MONROE,100024,Total Staffed Bed Capacity,FISHERMEN'S COMMUNITY HOSPITAL,9
MONROE,100150,Bed Census,DEPOO HOSPITAL,14
MONROE,100150,Available,DEPOO HOSPITAL,31
MONROE,100150,Available Capacity,DEPOO HOSPITAL,0.688888889
MONROE,100150,Total Staffed Bed Capacity,DEPOO HOSPITAL,45
MONROE,100160,Bed Census,MARINERS HOSPITAL,23
MONROE,100160,Available,MARINERS HOSPITAL,18
MONROE,100160,Available Capacity,MARINERS HOSPITAL,0.439024390
MONROE,100160,Total Staffed Bed Capacity,MARINERS HOSPITAL,41
MONROE,100195,Bed Census,LOWER KEYS MEDICAL CENTER,28
MONROE,100195,Available,LOWER KEYS MEDICAL CENTER,34
MONROE,100195,Available Capacity,LOWER KEYS MEDICAL CENTER,0.548387097
MONROE,100195,Total Staffed Bed Capacity,LOWER KEYS MEDICAL CENTER,62
NASSAU,100140,Bed Census,BAPTIST MEDICAL CENTER NASSAU,39
NASSAU,100140,Available,BAPTIST MEDICAL CENTER NASSAU,29
NASSAU,100140,Available Capacity,BAPTIST MEDICAL CENTER NASSAU,0.426470588
NASSAU,100140,Total Staffed Bed Capacity,BAPTIST MEDICAL CENTER NASSAU,68
OKALOOSA,100054,Bed Census,TWIN CITIES HOSPITAL,33
OKALOOSA,100054,Available,TWIN CITIES HOSPITAL,10
OKALOOSA,100054,Available Capacity,TWIN CITIES HOSPITAL,0.232558140
OKALOOSA,100054,Total Staffed Bed Capacity,TWIN CITIES HOSPITAL,43
OKALOOSA,100122,Bed Census,NORTH OKALOOSA MEDICAL CENTER,68
OKALOOSA,100122,Available,NORTH OKALOOSA MEDICAL CENTER,47
OKALOOSA,100122,Available Capacity,NORTH OKALOOSA MEDICAL CENTER,0.408695652
OKALOOSA,100122,Total Staffed Bed Capacity,NORTH OKALOOSA MEDICAL CENTER,115
OKALOOSA,100223,Bed Census,FORT WALTON BEACH MEDICAL CENTER,218
OKALOOSA,100223,Available,FORT WALTON BEACH MEDICAL CENTER,20
OKALOOSA,100223,Available Capacity,FORT WALTON BEACH MEDICAL CENTER,0.084033613
OKALOOSA,100223,Total Staffed Bed Capacity,FORT WALTON BEACH MEDICAL CENTER,238
OKALOOSA,111520,Bed Census,GULF COAST TREATMENT CENTER,28
OKALOOSA,111520,Available,GULF COAST TREATMENT CENTER,0
OKALOOSA,111520,Available Capacity,GULF COAST TREATMENT CENTER,0
OKALOOSA,111520,Total Staffed Bed Capacity,GULF COAST TREATMENT CENTER,28
OKALOOSA,23960106,Bed Census,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",29
OKALOOSA,23960106,Available,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",1
OKALOOSA,23960106,Available Capacity,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",0.033333333
OKALOOSA,23960106,Total Staffed Bed Capacity,"REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE",30
OKEECHOBEE,100252,Bed Census,RAULERSON HOSPITAL,38
OKEECHOBEE,100252,Available,RAULERSON HOSPITAL,62
OKEECHOBEE,100252,Available Capacity,RAULERSON HOSPITAL,0.62
OKEECHOBEE,100252,Total Staffed Bed Capacity,RAULERSON HOSPITAL,100
ORANGE,100006,Bed Census,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,631
ORANGE,100006,Available,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,184
ORANGE,100006,Available Capacity,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,0.225766871
ORANGE,100006,Total Staffed Bed Capacity,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,815
ORANGE,100007,Bed Census,ADVENTHEALTH ORLANDO,981
ORANGE,100007,Available,ADVENTHEALTH ORLANDO,383
ORANGE,100007,Available Capacity,ADVENTHEALTH ORLANDO,0.280791789
ORANGE,100007,Total Staffed Bed Capacity,ADVENTHEALTH ORLANDO,"1,364"
ORANGE,100021,Bed Census,ADVENTHEALTH EAST ORLANDO,253
ORANGE,100021,Available,ADVENTHEALTH EAST ORLANDO,42
ORANGE,100021,Available Capacity,ADVENTHEALTH EAST ORLANDO,0.142372881
ORANGE,100021,Total Staffed Bed Capacity,ADVENTHEALTH EAST ORLANDO,295
ORANGE,100030,Bed Census,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,157
ORANGE,100030,Available,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,29
ORANGE,100030,Available Capacity,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,0.155913978
ORANGE,100030,Total Staffed Bed Capacity,ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,186
ORANGE,100129,Bed Census,ASPIRE HEALTH PARTNERS,48
ORANGE,100129,Available,ASPIRE HEALTH PARTNERS,4
ORANGE,100129,Available Capacity,ASPIRE HEALTH PARTNERS,0.076923077
ORANGE,100129,Total Staffed Bed Capacity,ASPIRE HEALTH PARTNERS,52
ORANGE,100162,Bed Census,ADVENTHEALTH WINTER PARK,201
ORANGE,100162,Available,ADVENTHEALTH WINTER PARK,221
ORANGE,100162,Available Capacity,ADVENTHEALTH WINTER PARK,0.523696682
ORANGE,100162,Total Staffed Bed Capacity,ADVENTHEALTH WINTER PARK,422
ORANGE,110047,Bed Census,UNIVERSITY BEHAVIORAL CENTER,95
ORANGE,110047,Available,UNIVERSITY BEHAVIORAL CENTER,20
ORANGE,110047,Available Capacity,UNIVERSITY BEHAVIORAL CENTER,0.173913043
ORANGE,110047,Total Staffed Bed Capacity,UNIVERSITY BEHAVIORAL CENTER,115
ORANGE,110051,Bed Census,LA AMISTAD RESIDENTIAL TREATMENT CENTER,19
ORANGE,110051,Available,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0
ORANGE,110051,Available Capacity,LA AMISTAD RESIDENTIAL TREATMENT CENTER,0
ORANGE,110051,Total Staffed Bed Capacity,LA AMISTAD RESIDENTIAL TREATMENT CENTER,19
ORANGE,120001,Bed Census,ARNOLD PALMER MEDICAL CENTER,274
ORANGE,120001,Available,ARNOLD PALMER MEDICAL CENTER,181
ORANGE,120001,Available Capacity,ARNOLD PALMER MEDICAL CENTER,0.397802198
ORANGE,120001,Total Staffed Bed Capacity,ARNOLD PALMER MEDICAL CENTER,455
ORANGE,120002,Bed Census,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,187
ORANGE,120002,Available,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,33
ORANGE,120002,Available Capacity,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,0.15
ORANGE,120002,Total Staffed Bed Capacity,ORLANDO HEALTH DR P PHILLIPS HOSPITAL,220
ORANGE,120003,Bed Census,ADVENTHEALTH APOPKA,96
ORANGE,120003,Available,ADVENTHEALTH APOPKA,24
ORANGE,120003,Available Capacity,ADVENTHEALTH APOPKA,0.2
ORANGE,120003,Total Staffed Bed Capacity,ADVENTHEALTH APOPKA,120
ORANGE,23960043,Bed Census,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),29
ORANGE,23960043,Available,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),6
ORANGE,23960043,Available Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),0.171428571
ORANGE,23960043,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS),35
ORANGE,23960068,Bed Census,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),64
ORANGE,23960068,Available,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0
ORANGE,23960068,Available Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),0
ORANGE,23960068,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS),64
ORANGE,23960083,Bed Census,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,150
ORANGE,23960083,Available,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0
ORANGE,23960083,Available Capacity,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,0
ORANGE,23960083,Total Staffed Bed Capacity,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,150
ORANGE,23960096,Bed Census,NEMOURS CHILDREN'S HOSPITAL,82
ORANGE,23960096,Available,NEMOURS CHILDREN'S HOSPITAL,31
ORANGE,23960096,Available Capacity,NEMOURS CHILDREN'S HOSPITAL,0.274336283
ORANGE,23960096,Total Staffed Bed Capacity,NEMOURS CHILDREN'S HOSPITAL,113
OSCEOLA,100074,Bed Census,ORLANDO HEALTH ST CLOUD HOSPITAL,58
OSCEOLA,100074,Available,ORLANDO HEALTH ST CLOUD HOSPITAL,35
OSCEOLA,100074,Available Capacity,ORLANDO HEALTH ST CLOUD HOSPITAL,0.376344086
OSCEOLA,100074,Total Staffed Bed Capacity,ORLANDO HEALTH ST CLOUD HOSPITAL,93
OSCEOLA,100089,Bed Census,ADVENTHEALTH KISSIMMEE,137
OSCEOLA,100089,Available,ADVENTHEALTH KISSIMMEE,34
OSCEOLA,100089,Available Capacity,ADVENTHEALTH KISSIMMEE,0.198830409
OSCEOLA,100089,Total Staffed Bed Capacity,ADVENTHEALTH KISSIMMEE,171
OSCEOLA,100110,Bed Census,OSCEOLA REGIONAL MEDICAL CENTER,337
OSCEOLA,100110,Available,OSCEOLA REGIONAL MEDICAL CENTER,95
OSCEOLA,100110,Available Capacity,OSCEOLA REGIONAL MEDICAL CENTER,0.219907407
OSCEOLA,100110,Total Staffed Bed Capacity,OSCEOLA REGIONAL MEDICAL CENTER,432
OSCEOLA,23960017,Bed Census,ADVENTHEALTH CELEBRATION,203
OSCEOLA,23960017,Available,ADVENTHEALTH CELEBRATION,114
OSCEOLA,23960017,Available Capacity,ADVENTHEALTH CELEBRATION,0.359621451
OSCEOLA,23960017,Total Staffed Bed Capacity,ADVENTHEALTH CELEBRATION,317
OSCEOLA,23960111,Bed Census,POINCIANA MEDICAL CENTER,46
OSCEOLA,23960111,Available,POINCIANA MEDICAL CENTER,30
OSCEOLA,23960111,Available Capacity,POINCIANA MEDICAL CENTER,0.394736842
OSCEOLA,23960111,Total Staffed Bed Capacity,POINCIANA MEDICAL CENTER,76
OSCEOLA,23960129,Bed Census,BLACKBERRY CENTER,59
OSCEOLA,23960129,Available,BLACKBERRY CENTER,5
OSCEOLA,23960129,Available Capacity,BLACKBERRY CENTER,0.078125
OSCEOLA,23960129,Total Staffed Bed Capacity,BLACKBERRY CENTER,64
PALM BEACH,100002,Bed Census,BETHESDA HOSPITAL EAST,228
PALM BEACH,100002,Available,BETHESDA HOSPITAL EAST,162
PALM BEACH,100002,Available Capacity,BETHESDA HOSPITAL EAST,0.415384615
PALM BEACH,100002,Total Staffed Bed Capacity,BETHESDA HOSPITAL EAST,390
PALM BEACH,100010,Bed Census,ST MARY'S MEDICAL CENTER,304
PALM BEACH,100010,Available,ST MARY'S MEDICAL CENTER,168
PALM BEACH,100010,Available Capacity,ST MARY'S MEDICAL CENTER,0.355932203
PALM BEACH,100010,Total Staffed Bed Capacity,ST MARY'S MEDICAL CENTER,472
PALM BEACH,100080,Bed Census,JFK MEDICAL CENTER,380
PALM BEACH,100080,Available,JFK MEDICAL CENTER,230
PALM BEACH,100080,Available Capacity,JFK MEDICAL CENTER,0.377049180
PALM BEACH,100080,Total Staffed Bed Capacity,JFK MEDICAL CENTER,610
PALM BEACH,100130,Bed Census,LAKESIDE MEDICAL CENTER,21
PALM BEACH,100130,Available,LAKESIDE MEDICAL CENTER,49
PALM BEACH,100130,Available Capacity,LAKESIDE MEDICAL CENTER,0.7
PALM BEACH,100130,Total Staffed Bed Capacity,LAKESIDE MEDICAL CENTER,70
PALM BEACH,100168,Bed Census,BOCA RATON REGIONAL HOSPITAL,225
PALM BEACH,100168,Available,BOCA RATON REGIONAL HOSPITAL,133
PALM BEACH,100168,Available Capacity,BOCA RATON REGIONAL HOSPITAL,0.371508380
PALM BEACH,100168,Total Staffed Bed Capacity,BOCA RATON REGIONAL HOSPITAL,358
PALM BEACH,100176,Bed Census,PALM BEACH GARDENS MEDICAL CENTER,130
PALM BEACH,100176,Available,PALM BEACH GARDENS MEDICAL CENTER,52
PALM BEACH,100176,Available Capacity,PALM BEACH GARDENS MEDICAL CENTER,0.285714286
PALM BEACH,100176,Total Staffed Bed Capacity,PALM BEACH GARDENS MEDICAL CENTER,182
PALM BEACH,100234,Bed Census,JFK MEDICAL CENTER NORTH CAMPUS,123
PALM BEACH,100234,Available,JFK MEDICAL CENTER NORTH CAMPUS,109
PALM BEACH,100234,Available Capacity,JFK MEDICAL CENTER NORTH CAMPUS,0.469827586
PALM BEACH,100234,Total Staffed Bed Capacity,JFK MEDICAL CENTER NORTH CAMPUS,232
PALM BEACH,100253,Bed Census,JUPITER MEDICAL CENTER,139
PALM BEACH,100253,Available,JUPITER MEDICAL CENTER,105
PALM BEACH,100253,Available Capacity,JUPITER MEDICAL CENTER,0.430327869
PALM BEACH,100253,Total Staffed Bed Capacity,JUPITER MEDICAL CENTER,244
PALM BEACH,100258,Bed Census,DELRAY MEDICAL CENTER,330
PALM BEACH,100258,Available,DELRAY MEDICAL CENTER,110
PALM BEACH,100258,Available Capacity,DELRAY MEDICAL CENTER,0.25
PALM BEACH,100258,Total Staffed Bed Capacity,DELRAY MEDICAL CENTER,440
PALM BEACH,104008,Bed Census,THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH INC,0
PALM BEACH,104008,Available,THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH INC,0
PALM BEACH,104008,Available Capacity,THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH INC,
PALM BEACH,104008,Total Staffed Bed Capacity,THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH INC,0
PALM BEACH,110006,Bed Census,PALMS WEST HOSPITAL,157
PALM BEACH,110006,Available,PALMS WEST HOSPITAL,47
PALM BEACH,110006,Available Capacity,PALMS WEST HOSPITAL,0.230392157
PALM BEACH,110006,Total Staffed Bed Capacity,PALMS WEST HOSPITAL,204
PALM BEACH,110008,Bed Census,WEST BOCA MEDICAL CENTER,111
PALM BEACH,110008,Available,WEST BOCA MEDICAL CENTER,105
PALM BEACH,110008,Available Capacity,WEST BOCA MEDICAL CENTER,0.486111111
PALM BEACH,110008,Total Staffed Bed Capacity,WEST BOCA MEDICAL CENTER,216
PALM BEACH,110010,Bed Census,WELLINGTON REGIONAL MEDICAL CENTER,167
PALM BEACH,110010,Available,WELLINGTON REGIONAL MEDICAL CENTER,33
PALM BEACH,110010,Available Capacity,WELLINGTON REGIONAL MEDICAL CENTER,0.165
PALM BEACH,110010,Total Staffed Bed Capacity,WELLINGTON REGIONAL MEDICAL CENTER,200
PALM BEACH,110403,Bed Census,GOOD SAMARITAN MEDICAL CENTER,152
PALM BEACH,110403,Available,GOOD SAMARITAN MEDICAL CENTER,14
PALM BEACH,110403,Available Capacity,GOOD SAMARITAN MEDICAL CENTER,0.084337349
PALM BEACH,110403,Total Staffed Bed Capacity,GOOD SAMARITAN MEDICAL CENTER,166
PALM BEACH,23960072,Bed Census,SELECT SPECIALTY HOSPITAL- PALM BEACH,59
PALM BEACH,23960072,Available,SELECT SPECIALTY HOSPITAL- PALM BEACH,1
PALM BEACH,23960072,Available Capacity,SELECT SPECIALTY HOSPITAL- PALM BEACH,0.016666667
PALM BEACH,23960072,Total Staffed Bed Capacity,SELECT SPECIALTY HOSPITAL- PALM BEACH,60
PALM BEACH,23960074,Bed Census,KINDRED HOSPITAL THE PALM BEACHES,51
PALM BEACH,23960074,Available,KINDRED HOSPITAL THE PALM BEACHES,19
PALM BEACH,23960074,Available Capacity,KINDRED HOSPITAL THE PALM BEACHES,0.271428571
PALM BEACH,23960074,Total Staffed Bed Capacity,KINDRED HOSPITAL THE PALM BEACHES,70
PALM BEACH,23960098,Bed Census,BETHESDA HOSPITAL WEST,73
PALM BEACH,23960098,Available,BETHESDA HOSPITAL WEST,7
PALM BEACH,23960098,Available Capacity,BETHESDA HOSPITAL WEST,0.0875
PALM BEACH,23960098,Total Staffed Bed Capacity,BETHESDA HOSPITAL WEST,80
PASCO,100046,Bed Census,ADVENTHEALTH ZEPHYRHILLS,122
PASCO,100046,Available,ADVENTHEALTH ZEPHYRHILLS,19
PASCO,100046,Available Capacity,ADVENTHEALTH ZEPHYRHILLS,0.134751773
PASCO,100046,Total Staffed Bed Capacity,ADVENTHEALTH ZEPHYRHILLS,141
PASCO,100063,Bed Census,MORTON PLANT NORTH BAY HOSPITAL,136
PASCO,100063,Available,MORTON PLANT NORTH BAY HOSPITAL,19
PASCO,100063,Available Capacity,MORTON PLANT NORTH BAY HOSPITAL,0.122580645
PASCO,100063,Total Staffed Bed Capacity,MORTON PLANT NORTH BAY HOSPITAL,155
PASCO,100191,Bed Census,MEDICAL CENTER OF TRINITY,171
PASCO,100191,Available,MEDICAL CENTER OF TRINITY,74
PASCO,100191,Available Capacity,MEDICAL CENTER OF TRINITY,0.302040816
PASCO,100191,Total Staffed Bed Capacity,MEDICAL CENTER OF TRINITY,245
PASCO,100211,Bed Census,ADVENTHEALTH DADE CITY,69
PASCO,100211,Available,ADVENTHEALTH DADE CITY,13
PASCO,100211,Available Capacity,ADVENTHEALTH DADE CITY,0.158536585
PASCO,100211,Total Staffed Bed Capacity,ADVENTHEALTH DADE CITY,82
PASCO,100256,Bed Census,REGIONAL MEDICAL CENTER BAYONET POINT,244
PASCO,100256,Available,REGIONAL MEDICAL CENTER BAYONET POINT,46
PASCO,100256,Available Capacity,REGIONAL MEDICAL CENTER BAYONET POINT,0.158620690
PASCO,100256,Total Staffed Bed Capacity,REGIONAL MEDICAL CENTER BAYONET POINT,290
PASCO,23960082,Bed Census,ADVENTHEALTH CONNERTON,56
PASCO,23960082,Available,ADVENTHEALTH CONNERTON,9
PASCO,23960082,Available Capacity,ADVENTHEALTH CONNERTON,0.138461538
PASCO,23960082,Total Staffed Bed Capacity,ADVENTHEALTH CONNERTON,65
PASCO,23960099,Bed Census,ADVENTHEALTH WESLEY CHAPEL,109
PASCO,23960099,Available,ADVENTHEALTH WESLEY CHAPEL,2
PASCO,23960099,Available Capacity,ADVENTHEALTH WESLEY CHAPEL,0.018018018
PASCO,23960099,Total Staffed Bed Capacity,ADVENTHEALTH WESLEY CHAPEL,111
PASCO,23960102,Bed Census,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,61
PASCO,23960102,Available,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,0
PASCO,23960102,Available Capacity,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,0
PASCO,23960102,Total Staffed Bed Capacity,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,61
PASCO,23960110,Bed Census,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,35
PASCO,23960110,Available,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,27
PASCO,23960110,Available Capacity,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,0.435483871
PASCO,23960110,Total Staffed Bed Capacity,MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS,62
PASCO,23960114,Bed Census,NORTH TAMPA BEHAVIORAL HEALTH,80
PASCO,23960114,Available,NORTH TAMPA BEHAVIORAL HEALTH,46
PASCO,23960114,Available Capacity,NORTH TAMPA BEHAVIORAL HEALTH,0.365079365
PASCO,23960114,Total Staffed Bed Capacity,NORTH TAMPA BEHAVIORAL HEALTH,126
